dataset_id,pmid,cell_type
N1_ncbi_literature,39386201,Treg
N1_ncbi_literature,39386203,Memory CD4 T cell
N1_ncbi_literature,39388432,Treg
N1_ncbi_literature,39388897,Treg
N1_ncbi_literature,39389158,Naive CD8 T cell
N1_ncbi_literature,39393213,Treg
N1_ncbi_literature,39393882,Treg
N1_ncbi_literature,39394178,DN T cell
N1_ncbi_literature,39396770,Treg
N1_ncbi_literature,39397690,Treg
N1_ncbi_literature,39400646,Treg
N1_ncbi_literature,39401241,Memory CD4 T cell
N1_ncbi_literature,39401866,Treg
N1_ncbi_literature,39402453,Treg
N1_ncbi_literature,39404378,Treg
N1_ncbi_literature,39404781,Treg
N1_ncbi_literature,39405120,Treg
N1_ncbi_literature,39405653,Naive CD4 T cell
N1_ncbi_literature,39406393,Naive CD4 T cell
N1_ncbi_literature,39406393,Treg
N1_ncbi_literature,39406740,Treg
N1_ncbi_literature,39408351,Treg
N1_ncbi_literature,39408853,Treg
N1_ncbi_literature,39408939,Treg
N1_ncbi_literature,39411786,Treg
N1_ncbi_literature,39413115,Treg
N1_ncbi_literature,39413160,Treg
N1_ncbi_literature,39414177,MAIT
N1_ncbi_literature,39414177,Memory CD8 T cell
N1_ncbi_literature,39416773,Memory CD4 T cell
N1_ncbi_literature,39418734,Treg
N1_ncbi_literature,39421738,Treg
N1_ncbi_literature,39422388,Treg
N1_ncbi_literature,39425009,Treg
N1_ncbi_literature,39426330,Treg
N1_ncbi_literature,39427523,Treg
N1_ncbi_literature,39427833,Treg
N1_ncbi_literature,39428507,Treg
N1_ncbi_literature,39430749,Treg
N1_ncbi_literature,39430751,MAIT
N1_ncbi_literature,39430752,Naive CD4 T cell
N1_ncbi_literature,39431668,Treg
N1_ncbi_literature,39431858,Treg
N1_ncbi_literature,39432319,MAIT
N1_ncbi_literature,39433086,Treg
N1_ncbi_literature,39433366,Treg
N1_ncbi_literature,39435660,Treg
N1_ncbi_literature,39435662,Treg
N1_ncbi_literature,39437255,Naive CD4 T cell
N1_ncbi_literature,39437255,Naive CD8 T cell
N1_ncbi_literature,39438438,Treg
N1_ncbi_literature,39438442,Treg
N1_ncbi_literature,39438592,Memory CD4 T cell
N1_ncbi_literature,39440535,Treg
N1_ncbi_literature,39440906,Treg
N1_ncbi_literature,39442995,Treg
N1_ncbi_literature,39443797,Treg
N1_ncbi_literature,39444366,Treg
N1_ncbi_literature,39445009,Naive CD4 T cell
N1_ncbi_literature,39445017,Treg
N1_ncbi_literature,39445021,Treg
N1_ncbi_literature,39446132,MAIT
N1_ncbi_literature,39446208,Treg
N1_ncbi_literature,39446493,Treg
N1_ncbi_literature,39447415,Treg
N1_ncbi_literature,39448615,Naive CD4 T cell
N1_ncbi_literature,39448615,Treg
N1_ncbi_literature,39450166,DN T cell
N1_ncbi_literature,39450979,Treg
N1_ncbi_literature,39451198,Treg
N1_ncbi_literature,39451228,MAIT
N1_ncbi_literature,39452748,Treg
N1_ncbi_literature,39454350,Treg
N1_ncbi_literature,39454432,gamma delta T
N1_ncbi_literature,39455095,Treg
N1_ncbi_literature,39455575,Treg
N1_ncbi_literature,39456006,Treg
N1_ncbi_literature,39456030,Treg
N1_ncbi_literature,39456084,Treg
N1_ncbi_literature,39456150,DN T cell
N1_ncbi_literature,39456150,Naive CD8 T cell
N1_ncbi_literature,39457014,Treg
N1_ncbi_literature,39459942,DN T cell
N1_ncbi_literature,39459942,Treg
N1_ncbi_literature,39462363,DN T cell
N1_ncbi_literature,39462363,Treg
N1_ncbi_literature,39465485,Treg
N1_ncbi_literature,39465765,Treg
N1_ncbi_literature,39466061,Memory CD4 T cell
N1_ncbi_literature,39466149,Treg
N1_ncbi_literature,39466314,Treg
N1_ncbi_literature,39468304,Treg
N1_ncbi_literature,39468660,Treg
N1_ncbi_literature,39470601,Treg
N1_ncbi_literature,39471504,Treg
N1_ncbi_literature,39471525,Treg
N1_ncbi_literature,39472714,Treg
N1_ncbi_literature,39473031,Treg
N1_ncbi_literature,39474426,Treg
N1_ncbi_literature,39475830,Treg
N1_ncbi_literature,39476446,Treg
N1_ncbi_literature,39477378,Treg
N1_ncbi_literature,39477420,Treg
N1_ncbi_literature,39477894,Treg
N1_ncbi_literature,39480501,Treg
N1_ncbi_literature,39483472,Treg
N1_ncbi_literature,39485834,Memory CD8 T cell
N1_ncbi_literature,39485838,Treg
N1_ncbi_literature,39485860,Treg
N1_ncbi_literature,39486094,Treg
N1_ncbi_literature,39487714,Treg
N1_ncbi_literature,39489922,Treg
N1_ncbi_literature,39490157,Memory CD4 T cell
N1_ncbi_literature,39490750,Naive CD4 T cell
N1_ncbi_literature,39491776,Treg
N1_ncbi_literature,39496776,Treg
N1_ncbi_literature,39505540,Treg
N1_ncbi_literature,39505907,Treg
N1_ncbi_literature,39507538,Memory CD8 T cell
N1_ncbi_literature,39507538,Treg
N1_ncbi_literature,39508544,Naive CD4 T cell
N1_ncbi_literature,39508544,Treg
N1_ncbi_literature,39508842,Treg
N1_ncbi_literature,39509336,Treg
N1_ncbi_literature,39509740,Treg
N1_ncbi_literature,39509857,Treg
N1_ncbi_literature,39510034,Treg
N1_ncbi_literature,39510053,Treg
N1_ncbi_literature,39510494,Treg
N1_ncbi_literature,39512337,MAIT
N1_ncbi_literature,39512353,Memory CD4 T cell
N1_ncbi_literature,39515039,Treg
N1_ncbi_literature,39515406,Treg
N1_ncbi_literature,39515758,Treg
N1_ncbi_literature,39516941,Treg
N1_ncbi_literature,39519128,Memory CD8 T cell
N1_ncbi_literature,39519128,Naive CD8 T cell
N1_ncbi_literature,39519310,Treg
N1_ncbi_literature,39520377,Treg
N1_ncbi_literature,39521274,Treg
N1_ncbi_literature,39521617,Memory CD8 T cell
N1_ncbi_literature,39521617,Treg
N1_ncbi_literature,39521839,Proliferating T cell
N1_ncbi_literature,39522264,Treg
N1_ncbi_literature,39522611,Treg
N1_ncbi_literature,39522807,Treg
N1_ncbi_literature,39523318,Treg
N1_ncbi_literature,39526799,Treg
N1_ncbi_literature,39527011,Treg
N1_ncbi_literature,39527214,Memory CD8 T cell
N1_ncbi_literature,39527226,Memory CD8 T cell
N1_ncbi_literature,39527226,Treg
N1_ncbi_literature,39527226,gamma delta T
N1_ncbi_literature,39531346,Treg
N1_ncbi_literature,39532189,Treg
N1_ncbi_literature,39532205,Treg
N1_ncbi_literature,39532541,Treg
N1_ncbi_literature,39534380,MAIT
N1_ncbi_literature,39536938,Treg
N1_ncbi_literature,39537413,Treg
N1_ncbi_literature,39539229,Treg
N1_ncbi_literature,39541036,Treg
N1_ncbi_literature,39541210,Treg
N1_ncbi_literature,39543823,Treg
N1_ncbi_literature,39543859,Treg
N1_ncbi_literature,39546141,Treg
N1_ncbi_literature,39547012,Treg
N1_ncbi_literature,39547106,Treg
N1_ncbi_literature,39547545,Naive CD4 T cell
N1_ncbi_literature,39547545,Treg
N1_ncbi_literature,39549486,Treg
N1_ncbi_literature,39551603,Treg
N1_ncbi_literature,39555697,Treg
N1_ncbi_literature,39558620,Treg
N1_ncbi_literature,39559361,Treg
N1_ncbi_literature,39560664,MAIT
N1_ncbi_literature,39560955,Treg
N1_ncbi_literature,39561007,Treg
N1_ncbi_literature,39561045,Treg
N1_ncbi_literature,39561680,Treg
N1_ncbi_literature,39562007,Treg
N1_ncbi_literature,39562615,Treg
N1_ncbi_literature,39565059,Treg
N1_ncbi_literature,39566022,Treg
N1_ncbi_literature,39566528,Treg
N1_ncbi_literature,39569199,Treg
N1_ncbi_literature,39570155,DN T cell
N1_ncbi_literature,39571271,Treg
N1_ncbi_literature,39571752,Treg
N1_ncbi_literature,39572264,Treg
N1_ncbi_literature,39576212,Treg
N1_ncbi_literature,39577215,Treg
N1_ncbi_literature,39578450,Treg
N1_ncbi_literature,39578946,gamma delta T
N1_ncbi_literature,39579619,Treg
N1_ncbi_literature,39579711,Treg
N1_ncbi_literature,39582865,Naive CD4 T cell
N1_ncbi_literature,39582868,Treg
N1_ncbi_literature,39584290,Treg
N1_ncbi_literature,39585774,Treg
N1_ncbi_literature,39586256,Treg
N1_ncbi_literature,39586747,Treg
N1_ncbi_literature,39587133,Memory CD4 T cell
N1_ncbi_literature,39589424,Naive CD4 T cell
N1_ncbi_literature,39589625,Treg
N1_ncbi_literature,39589872,MAIT
N1_ncbi_literature,39591539,Naive CD4 T cell
N1_ncbi_literature,39593317,Treg
N1_ncbi_literature,39595948,Treg
N1_ncbi_literature,39597081,Treg
N1_ncbi_literature,39599611,Treg
N1_ncbi_literature,39602577,Treg
N1_ncbi_literature,39604770,Treg
N1_ncbi_literature,39606230,Treg
N1_ncbi_literature,39608177,Treg
N1_ncbi_literature,39608785,Treg
N1_ncbi_literature,39609429,Memory CD4 T cell
N1_ncbi_literature,39614426,Treg
N1_ncbi_literature,39614434,Treg
N1_ncbi_literature,39616730,Treg
N1_ncbi_literature,39616854,Treg
N1_ncbi_literature,39617092,Naive CD4 T cell
N1_ncbi_literature,39617092,Treg
N1_ncbi_literature,39621314,Treg
N1_ncbi_literature,39622295,Memory CD4 T cell
N1_ncbi_literature,39622295,Naive CD4 T cell
N1_ncbi_literature,39622417,Treg
N1_ncbi_literature,39622857,Treg
N1_ncbi_literature,39623095,Treg
N1_ncbi_literature,39626378,Treg
N1_ncbi_literature,39626672,Treg
N1_ncbi_literature,39628482,Treg
N1_ncbi_literature,39628664,Treg
N1_ncbi_literature,39629989,Memory CD8 T cell
N1_ncbi_literature,39630163,Treg
N1_ncbi_literature,39631842,Treg
N1_ncbi_literature,39631852,Memory CD8 T cell
N1_ncbi_literature,39632397,Treg
N1_ncbi_literature,39633292,Treg
N1_ncbi_literature,39635534,Naive CD8 T cell
N1_ncbi_literature,39635534,Treg
N1_ncbi_literature,39641893,Treg
N1_ncbi_literature,39642244,MAIT
N1_ncbi_literature,39642798,Treg
N1_ncbi_literature,39643025,Treg
N1_ncbi_literature,39645657,Treg
N1_ncbi_literature,39648192,Treg
N1_ncbi_literature,39650658,Proliferating T cell
N1_ncbi_literature,39650838,Treg
N1_ncbi_literature,39651799,Treg
N1_ncbi_literature,39652176,Treg
N1_ncbi_literature,39653758,Treg
N1_ncbi_literature,39655629,Treg
N1_ncbi_literature,39656009,Treg
N1_ncbi_literature,39656406,Treg
N1_ncbi_literature,39656442,Treg
N1_ncbi_literature,39657534,Treg
N1_ncbi_literature,39657892,Treg
N1_ncbi_literature,39658611,Memory CD8 T cell
N1_ncbi_literature,39660144,Treg
N1_ncbi_literature,39661490,Treg
N1_ncbi_literature,39661563,Treg
N1_ncbi_literature,39662091,Treg
N1_ncbi_literature,39662827,Treg
N1_ncbi_literature,39664378,Treg
N1_ncbi_literature,39665863,Treg
N1_ncbi_literature,39667270,Memory CD8 T cell
N1_ncbi_literature,39668561,Treg
N1_ncbi_literature,39669566,MAIT
N1_ncbi_literature,39670788,Treg
N1_ncbi_literature,39672171,MAIT
N1_ncbi_literature,39672489,Treg
N1_ncbi_literature,39672989,Treg
N1_ncbi_literature,39673225,Treg
N1_ncbi_literature,39673777,Treg
N1_ncbi_literature,39674060,Treg
N1_ncbi_literature,39675728,Memory CD8 T cell
N1_ncbi_literature,39675971,Naive CD4 T cell
N1_ncbi_literature,39679474,Treg
N1_ncbi_literature,39681594,Treg
N1_ncbi_literature,39681737,Treg
N1_ncbi_literature,39683388,Treg
N1_ncbi_literature,39683528,Treg
N1_ncbi_literature,39684587,Treg
N1_ncbi_literature,39684872,DN T cell
N1_ncbi_literature,39686447,Treg
N1_ncbi_literature,39688922,Naive CD4 T cell
N1_ncbi_literature,39689341,Treg
N1_ncbi_literature,39689661,Naive CD4 T cell
N1_ncbi_literature,39689661,Treg
N1_ncbi_literature,39689981,Treg
N1_ncbi_literature,39690159,Treg
N1_ncbi_literature,39692536,Treg
N1_ncbi_literature,39693412,Treg
N1_ncbi_literature,39693872,Treg
N1_ncbi_literature,39694701,Treg
N1_ncbi_literature,39694917,MAIT
N1_ncbi_literature,39695014,Treg
N1_ncbi_literature,39696340,Treg
N1_ncbi_literature,39696801,Treg
N1_ncbi_literature,39696807,Treg
N1_ncbi_literature,39697333,Treg
N1_ncbi_literature,39698937,Treg
N1_ncbi_literature,39699695,Treg
N1_ncbi_literature,39700955,gamma delta T
N1_ncbi_literature,39701104,MAIT
N1_ncbi_literature,39701767,Treg
N1_ncbi_literature,39703060,Treg
N1_ncbi_literature,39707242,Treg
N1_ncbi_literature,39709072,Treg
N1_ncbi_literature,39710918,Treg
N1_ncbi_literature,39714538,Memory CD4 T cell
N1_ncbi_literature,39714538,Memory CD8 T cell
N1_ncbi_literature,39714538,Naive CD4 T cell
N1_ncbi_literature,39714755,Treg
N1_ncbi_literature,39716882,Treg
N1_ncbi_literature,39716897,MAIT
N1_ncbi_literature,39716908,Treg
N1_ncbi_literature,39716931,Treg
N1_ncbi_literature,39719186,Treg
N1_ncbi_literature,39719204,Treg
N1_ncbi_literature,39720718,Treg
N1_ncbi_literature,39720733,Treg
N1_ncbi_literature,39721022,Treg
N1_ncbi_literature,39721754,Treg
N1_ncbi_literature,39724280,Memory CD4 T cell
N1_ncbi_literature,39726588,Treg
N1_ncbi_literature,39729425,MAIT
N1_ncbi_literature,39729479,Treg
N1_ncbi_literature,39729692,Treg
N1_ncbi_literature,39730971,Memory CD4 T cell
N1_ncbi_literature,39731106,Treg
N1_ncbi_literature,39731185,Naive CD8 T cell
N1_ncbi_literature,39731620,Treg
N1_ncbi_literature,39731908,Treg
N1_ncbi_literature,39732760,Treg
N1_ncbi_literature,39734035,Memory CD4 T cell
N1_ncbi_literature,39734354,MAIT
N1_ncbi_literature,39735544,Treg
N1_ncbi_literature,39735996,Memory CD4 T cell
N1_ncbi_literature,39735996,Treg
N1_ncbi_literature,39736083,Treg
N1_ncbi_literature,39736542,Treg
N1_ncbi_literature,39737964,Treg
N1_ncbi_literature,39738384,Treg
N1_ncbi_literature,39738923,Memory CD8 T cell
N1_ncbi_literature,39739260,Treg
N1_ncbi_literature,39739423,Proliferating T cell
N1_ncbi_literature,39739859,Treg
N1_ncbi_literature,39741366,Treg
N1_ncbi_literature,39742282,Treg
N1_ncbi_literature,39743020,Treg
N1_ncbi_literature,39743246,MAIT
N1_ncbi_literature,39744631,Treg
N1_ncbi_literature,39744940,MAIT
N1_ncbi_literature,39744962,Treg
N1_ncbi_literature,39745382,Treg
N1_ncbi_literature,39746548,Naive CD4 T cell
N1_ncbi_literature,39746548,Treg
N1_ncbi_literature,39746569,Treg
N1_ncbi_literature,39749333,Treg
N1_ncbi_literature,39752904,Treg
N1_ncbi_literature,39753929,Treg
N1_ncbi_literature,39753962,Memory CD4 T cell
N1_ncbi_literature,39755578,Treg
N1_ncbi_literature,39756164,Memory CD4 T cell
N1_ncbi_literature,39756480,Treg
N1_ncbi_literature,39760906,Treg
N1_ncbi_literature,39762077,Treg
N1_ncbi_literature,39762617,MAIT
N1_ncbi_literature,39762697,Treg
N1_ncbi_literature,39763655,Naive CD4 T cell
N1_ncbi_literature,39764722,Treg
N1_ncbi_literature,39764997,Treg
N1_ncbi_literature,39766353,Treg
N1_ncbi_literature,39769163,Treg
N1_ncbi_literature,39769220,Treg
N1_ncbi_literature,39769334,Treg
N1_ncbi_literature,39769460,Treg
N1_ncbi_literature,39772246,Treg
N1_ncbi_literature,39773498,Treg
N1_ncbi_literature,39773913,Treg
N1_ncbi_literature,39775490,Treg
N1_ncbi_literature,39780177,Treg
N1_ncbi_literature,39783838,Treg
N1_ncbi_literature,39786880,Naive CD4 T cell
N1_ncbi_literature,39786880,Treg
N1_ncbi_literature,39787528,Treg
N1_ncbi_literature,39789188,Treg
N1_ncbi_literature,39792934,Treg
N1_ncbi_literature,39797719,Treg
N1_ncbi_literature,39798471,Treg
N1_ncbi_literature,39798823,Treg
N1_ncbi_literature,39799424,Treg
N1_ncbi_literature,39800379,Treg
N1_ncbi_literature,39804132,Treg
N1_ncbi_literature,39804546,Treg
N1_ncbi_literature,39805189,Treg
N1_ncbi_literature,39805872,Treg
N1_ncbi_literature,39806364,Treg
N1_ncbi_literature,39806486,Memory CD8 T cell
N1_ncbi_literature,39807767,Treg
N1_ncbi_literature,39812465,Treg
N1_ncbi_literature,39813296,Treg
N1_ncbi_literature,39813341,Treg
N1_ncbi_literature,39814617,Treg
N1_ncbi_literature,39816053,Treg
N1_ncbi_literature,39817448,Naive CD4 T cell
N1_ncbi_literature,39817452,Treg
N1_ncbi_literature,39817455,Treg
N1_ncbi_literature,39817657,Naive CD4 T cell
N1_ncbi_literature,39819414,Treg
N1_ncbi_literature,39820322,MAIT
N1_ncbi_literature,39821232,Treg
N1_ncbi_literature,39821376,Treg
N1_ncbi_literature,39824312,Treg
N1_ncbi_literature,39824565,Treg
N1_ncbi_literature,39824565,gamma delta T
N1_ncbi_literature,39828207,Treg
N1_ncbi_literature,39829025,Treg
N1_ncbi_literature,39830896,Naive CD8 T cell
N1_ncbi_literature,39831708,Treg
N1_ncbi_literature,39833691,Treg
N1_ncbi_literature,39836489,Treg
N1_ncbi_literature,39838096,Treg
N1_ncbi_literature,39838760,MAIT
N1_ncbi_literature,39841266,Treg
N1_ncbi_literature,39842078,Treg
N1_ncbi_literature,39842638,Treg
N1_ncbi_literature,39843735,Treg
N1_ncbi_literature,39843748,Memory CD8 T cell
N1_ncbi_literature,39844661,Memory CD8 T cell
N1_ncbi_literature,39845951,Treg
N1_ncbi_literature,39845961,Treg
N1_ncbi_literature,39846842,Naive CD4 T cell
N1_ncbi_literature,39847683,Treg
N1_ncbi_literature,39848087,Treg
N1_ncbi_literature,39848230,Treg
N1_ncbi_literature,39848338,Treg
N1_ncbi_literature,39850899,Treg
N1_ncbi_literature,39853961,Treg
N1_ncbi_literature,39854121,Treg
N1_ncbi_literature,39854413,Treg
N1_ncbi_literature,39854767,Treg
N1_ncbi_literature,39855667,Treg
N1_ncbi_literature,39858472,Treg
N1_ncbi_literature,39858516,Treg
N1_ncbi_literature,39861830,Naive CD8 T cell
N1_ncbi_literature,39863040,Treg
N1_ncbi_literature,39863464,Treg
N1_ncbi_literature,39863927,Treg
N1_ncbi_literature,39865866,Treg
N1_ncbi_literature,39867884,Treg
N1_ncbi_literature,39869523,Treg
N1_ncbi_literature,39870395,Memory CD8 T cell
N1_ncbi_literature,39872519,Treg
N1_ncbi_literature,39872527,Treg
N1_ncbi_literature,39873740,Treg
N1_ncbi_literature,39874938,Treg
N1_ncbi_literature,39877587,Treg
N1_ncbi_literature,39878387,Treg
N1_ncbi_literature,39878584,Treg
N1_ncbi_literature,39879553,MAIT
N1_ncbi_literature,39881000,MAIT
N1_ncbi_literature,39882241,Treg
N1_ncbi_literature,39885128,Memory CD4 T cell
N1_ncbi_literature,39885578,Naive CD8 T cell
N1_ncbi_literature,39888245,Treg
N1_ncbi_literature,39888372,Treg
N1_ncbi_literature,39888945,gamma delta T
N1_ncbi_literature,39890548,Treg
N1_ncbi_literature,39890933,Memory CD8 T cell
N1_ncbi_literature,39891670,Treg
N1_ncbi_literature,39891700,Treg
N1_ncbi_literature,39891785,Treg
N1_ncbi_literature,39891911,Naive CD8 T cell
N1_ncbi_literature,39892391,Treg
N1_ncbi_literature,39892581,Naive CD8 T cell
N1_ncbi_literature,39895097,Memory CD4 T cell
N1_ncbi_literature,39896809,Treg
N1_ncbi_literature,39896813,Treg
N1_ncbi_literature,39897496,MAIT
N1_ncbi_literature,39897496,Memory CD4 T cell
N1_ncbi_literature,39899007,Treg
N1_ncbi_literature,39900891,Memory CD8 T cell
N1_ncbi_literature,39900891,Treg
N1_ncbi_literature,39902043,Memory CD4 T cell
N1_ncbi_literature,39902668,Treg
N1_ncbi_literature,39902867,Naive CD4 T cell
N1_ncbi_literature,39902867,Treg
N1_ncbi_literature,39902962,Memory CD4 T cell
N1_ncbi_literature,39903121,MAIT
N1_ncbi_literature,39903507,MAIT
N1_ncbi_literature,39903666,Memory CD8 T cell
N1_ncbi_literature,39903666,Naive CD8 T cell
N1_ncbi_literature,39904035,Treg
N1_ncbi_literature,39905729,Treg
N1_ncbi_literature,39907686,Treg
N1_ncbi_literature,39909966,Treg
N1_ncbi_literature,39911114,Treg
N1_ncbi_literature,39912351,DN T cell
N1_ncbi_literature,39915477,Treg
N1_ncbi_literature,39917294,Treg
N1_ncbi_literature,39917303,Treg
N1_ncbi_literature,39918959,MAIT
N1_ncbi_literature,39919191,MAIT
N1_ncbi_literature,39919737,Memory CD8 T cell
N1_ncbi_literature,39921040,Memory CD4 T cell
N1_ncbi_literature,39921746,Treg
N1_ncbi_literature,39924084,Treg
N1_ncbi_literature,39924341,Treg
N1_ncbi_literature,39925813,Treg
N1_ncbi_literature,39931779,Treg
N1_ncbi_literature,39934117,Treg
N1_ncbi_literature,39935482,Memory CD4 T cell
N1_ncbi_literature,39936439,Treg
N1_ncbi_literature,39937280,Treg
N1_ncbi_literature,39941044,Treg
N1_ncbi_literature,39943874,Treg
N1_ncbi_literature,39944220,gamma delta T
N1_ncbi_literature,39945298,gamma delta T
N1_ncbi_literature,39946853,MAIT
N1_ncbi_literature,39948303,Treg
N1_ncbi_literature,39948553,Treg
N1_ncbi_literature,39948608,Treg
N1_ncbi_literature,39950085,Treg
N1_ncbi_literature,39951899,Treg
N1_ncbi_literature,39953106,Treg
N1_ncbi_literature,39954509,Treg
N1_ncbi_literature,39955647,Treg
N1_ncbi_literature,39957356,Treg
N1_ncbi_literature,39961645,Memory CD4 T cell
N1_ncbi_literature,39963999,Treg
N1_ncbi_literature,39965099,Treg
N1_ncbi_literature,39965889,Treg
N1_ncbi_literature,39967659,Treg
N1_ncbi_literature,39969254,MAIT
N1_ncbi_literature,39969333,Treg
N1_ncbi_literature,39969675,Treg
N1_ncbi_literature,39970135,Treg
N1_ncbi_literature,39970231,Treg
N1_ncbi_literature,39970330,Memory CD8 T cell
N1_ncbi_literature,39971881,Treg
N1_ncbi_literature,39972350,Memory CD8 T cell
N1_ncbi_literature,39974277,Treg
N1_ncbi_literature,39975551,Treg
N1_ncbi_literature,39976904,Treg
N1_ncbi_literature,39979425,Treg
N1_ncbi_literature,39980239,MAIT
N1_ncbi_literature,39981233,Treg
N1_ncbi_literature,39981257,Treg
N1_ncbi_literature,39981298,Treg
N1_ncbi_literature,39982975,Memory CD8 T cell
N1_ncbi_literature,39983024,Treg
N1_ncbi_literature,39983598,Treg
N1_ncbi_literature,39984099,Treg
N1_ncbi_literature,39984869,Naive CD4 T cell
N1_ncbi_literature,39985490,Treg
N1_ncbi_literature,39987748,Treg
N1_ncbi_literature,39988203,Memory CD8 T cell
N1_ncbi_literature,39993193,Naive CD4 T cell
N1_ncbi_literature,39993649,Treg
N1_ncbi_literature,39996755,Treg
N1_ncbi_literature,39998325,Treg
N1_ncbi_literature,39998561,Treg
N1_ncbi_literature,40000667,Naive CD4 T cell
N1_ncbi_literature,40004068,Treg
N1_ncbi_literature,40004995,Memory CD8 T cell
N1_ncbi_literature,40004995,Naive CD8 T cell
N1_ncbi_literature,40008144,Treg
N1_ncbi_literature,40009662,Treg
N1_ncbi_literature,40010156,Memory CD4 T cell
N1_ncbi_literature,40010156,Treg
N1_ncbi_literature,40010539,Treg
N1_ncbi_literature,40010766,Treg
N1_ncbi_literature,40010940,Naive CD8 T cell
N1_ncbi_literature,40010997,Treg
N1_ncbi_literature,40017103,Treg
N1_ncbi_literature,40017186,Treg
N1_ncbi_literature,40017436,Treg
N1_ncbi_literature,40018923,gamma delta T
N1_ncbi_literature,40019367,Treg
N1_ncbi_literature,40020256,MAIT
N1_ncbi_literature,40020463,Treg
